user_id,date,session_id,value
13276,7/21/2007,1932,79
13277,7/22/2007,1933,98
13278,7/23/2007,1934,88
13279,7/24/2007,1935,27
13280,7/25/2007,1936,56
13281,7/26/2007,1937,28
13282,7/27/2007,1938,13
13283,7/28/2007,1939,48
13284,7/29/2007,1940,87
13285,7/30/2007,1941,6
13286,7/31/2007,1942,64
13287,8/1/2007,1943,7
13288,8/2/2007,1944,67
13289,8/3/2007,1945,50
13290,8/4/2007,1946,22
13291,8/5/2007,1947,36
13292,8/6/2007,1948,50
13293,8/7/2007,1949,95
13294,8/8/2007,1950,34
13295,8/9/2007,1951,14
13296,8/10/2007,1952,33
13297,8/11/2007,1953,55
13298,8/12/2007,1954,5
13299,8/13/2007,1955,48
13300,8/14/2007,1956,24
13301,8/15/2007,1957,52
13302,8/16/2007,1958,89
13303,8/17/2007,1959,59
13304,8/18/2007,1960,48
13305,8/19/2007,1961,43
13306,8/20/2007,1962,99
13307,8/21/2007,1963,38
13308,8/22/2007,1964,60
13309,8/23/2007,1965,22
13310,8/24/2007,1966,95
13311,8/25/2007,1967,17
13312,8/26/2007,1968,7
13313,8/27/2007,1969,35
13314,8/28/2007,1970,74
13315,8/29/2007,1971,15
13316,8/30/2007,1972,28
13317,8/31/2007,1973,22
13318,9/1/2007,1974,58
13319,9/2/2007,1975,61
13320,9/3/2007,1976,76
13321,9/4/2007,1977,52
13322,9/5/2007,1978,72
13323,9/6/2007,1979,22
13324,9/7/2007,1980,80
13325,9/8/2007,1981,35
13326,9/9/2007,1982,28
13327,9/10/2007,1983,54
13328,9/11/2007,1984,66
13329,9/12/2007,1985,96
13330,9/13/2007,1986,59
13331,9/14/2007,1987,89
13332,9/15/2007,1988,94
13333,9/16/2007,1989,35
13334,9/17/2007,1990,62
13335,9/18/2007,1991,77
13336,9/19/2007,1992,6
13337,9/20/2007,1993,53
13338,9/21/2007,1994,9
13339,9/22/2007,1995,37
13340,9/23/2007,1996,75
13341,9/24/2007,1997,73
13342,9/25/2007,1998,2
13343,9/26/2007,1999,8
13344,9/27/2007,2000,99
13345,9/28/2007,2001,6
13346,9/29/2007,2002,44
13347,9/30/2007,2003,70
13348,10/1/2007,2004,28
13349,10/2/2007,2005,25
13350,10/3/2007,2006,100
13351,10/4/2007,2007,42
13352,10/5/2007,2008,66
13353,10/6/2007,2009,5
13354,10/7/2007,2010,19
13355,10/8/2007,2011,64
13356,10/9/2007,2012,12
13357,10/10/2007,2013,58
13358,10/11/2007,2014,64
13359,10/12/2007,2015,86
13360,10/13/2007,2016,28
13361,10/14/2007,2017,40
13362,10/15/2007,2018,92
13363,10/16/2007,2019,75
13364,10/17/2007,2020,40
13365,10/18/2007,2021,28
13366,10/19/2007,2022,3
13367,10/20/2007,2023,18
13368,10/21/2007,2024,81
13369,10/22/2007,2025,14
13370,10/23/2007,2026,50
13371,10/24/2007,2027,19
13372,10/25/2007,2028,38
13373,10/26/2007,2029,20
13374,10/27/2007,2030,22
13375,10/28/2007,2031,86
13376,10/29/2007,2032,23
13377,10/30/2007,2033,65
13378,10/31/2007,2034,55
13379,11/1/2007,2035,93
13380,11/2/2007,2036,23
13381,11/3/2007,2037,99
13382,11/4/2007,2038,30
13383,11/5/2007,2039,17
13384,11/6/2007,2040,50
13385,11/7/2007,2041,14
13386,11/8/2007,2042,73
13387,11/9/2007,2043,34
13388,11/10/2007,2044,80
13389,11/11/2007,2045,35
13390,11/12/2007,2046,28
13391,11/13/2007,2047,46
13392,11/14/2007,2048,85
13393,11/15/2007,2049,47
13394,11/16/2007,2050,11
13395,11/17/2007,2051,68
13396,11/18/2007,2052,75
13397,11/19/2007,2053,46
13398,11/20/2007,2054,9
13399,11/21/2007,2055,41
13400,11/22/2007,2056,46
13401,11/23/2007,2057,37
13402,11/24/2007,2058,31
13403,11/25/2007,2059,16
13404,11/26/2007,2060,10
13405,11/27/2007,2061,80
13406,11/28/2007,2062,14
13407,11/29/2007,2063,9
13408,11/30/2007,2064,28
13409,12/1/2007,2065,38
13410,12/2/2007,2066,78
13411,12/3/2007,2067,16
13412,12/4/2007,2068,94
13413,12/5/2007,2069,85
13414,12/6/2007,2070,33
13415,12/7/2007,2071,64
13416,12/8/2007,2072,55
13417,12/9/2007,2073,94
13418,12/10/2007,2074,23
13419,12/11/2007,2075,22
13420,12/12/2007,2076,46
13421,12/13/2007,2077,29
13422,12/14/2007,2078,99
13423,12/15/2007,2079,66
13424,12/16/2007,2080,79
13425,12/17/2007,2081,5
13426,12/18/2007,2082,31
13427,12/19/2007,2083,57
13428,12/20/2007,2084,67
13429,12/21/2007,2085,93
13430,12/22/2007,2086,28
13431,12/23/2007,2087,9
13432,12/24/2007,2088,35
13433,12/25/2007,2089,45
13434,12/26/2007,2090,78
13435,12/27/2007,2091,58
13436,12/28/2007,2092,82
13437,12/29/2007,2093,75
13438,12/30/2007,2094,7
13439,12/31/2007,2095,96
13440,1/1/2008,2096,77
13441,1/2/2008,2097,88
13442,1/3/2008,2098,62
13443,1/4/2008,2099,30
13444,1/5/2008,2100,95
13445,1/6/2008,2101,98
13446,1/7/2008,2102,28
13447,1/8/2008,2103,40
13448,1/9/2008,2104,10
13449,1/10/2008,2105,11
13450,1/11/2008,2106,24
13451,1/12/2008,2107,67
13452,1/13/2008,2108,34
13453,1/14/2008,2109,3
13454,1/15/2008,2110,80
13455,1/16/2008,2111,99
13456,1/17/2008,2112,35
13457,1/18/2008,2113,93
13458,1/19/2008,2114,31
13459,1/20/2008,2115,94
13460,1/21/2008,2116,15
13461,1/22/2008,2117,21
13462,1/23/2008,2118,7
13463,1/24/2008,2119,12
13464,1/25/2008,2120,99
13465,1/26/2008,2121,25
13466,1/27/2008,2122,44
13467,1/28/2008,2123,62
13468,1/29/2008,2124,49
13469,1/30/2008,2125,29
13470,1/31/2008,2126,1
13471,2/1/2008,2127,44
13472,2/2/2008,2128,38
13473,2/3/2008,2129,19
13474,2/4/2008,2130,36
13475,2/5/2008,2131,3
13476,2/6/2008,2132,75
13477,2/7/2008,2133,2
13478,2/8/2008,2134,31
13479,2/9/2008,2135,41
13480,2/10/2008,2136,43
13481,2/11/2008,2137,100
13482,2/12/2008,2138,53
13483,2/13/2008,2139,15
13484,2/14/2008,2140,78
13485,2/15/2008,2141,28
13486,2/16/2008,2142,60
13487,2/17/2008,2143,86
13488,2/18/2008,2144,38
13489,2/19/2008,2145,85
13490,2/20/2008,2146,57
13491,2/21/2008,2147,32
13492,2/22/2008,2148,52
13493,2/23/2008,2149,49
13494,2/24/2008,2150,89
13495,2/25/2008,2151,51
13496,2/26/2008,2152,55
13497,2/27/2008,2153,94
13498,2/28/2008,2154,96
13499,2/29/2008,2155,32
13500,3/1/2008,2156,43
13501,3/2/2008,2157,26
13502,3/3/2008,2158,40
13503,3/4/2008,2159,73
13504,3/5/2008,2160,72
13505,3/6/2008,2161,59
13506,3/7/2008,2162,61
13507,3/8/2008,2163,100
13508,3/9/2008,2164,99
13509,3/10/2008,2165,37
13510,3/11/2008,2166,3
13511,3/12/2008,2167,83
13512,3/13/2008,2168,23
13513,3/14/2008,2169,16
13514,3/15/2008,2170,82
13515,3/16/2008,2171,40
13516,3/17/2008,2172,16
13517,3/18/2008,2173,43
13518,3/19/2008,2174,48
13519,3/20/2008,2175,45
13520,3/21/2008,2176,96
13521,3/22/2008,2177,10
13522,3/23/2008,2178,39
13523,3/24/2008,2179,100
13524,3/25/2008,2180,31
13525,3/26/2008,2181,4
13526,3/27/2008,2182,12
13527,3/28/2008,2183,38
13528,3/29/2008,2184,70
13529,3/30/2008,2185,95
13530,3/31/2008,2186,99
13531,4/1/2008,2187,1
13532,4/2/2008,2188,95
13533,4/3/2008,2189,30
13534,4/4/2008,2190,65
13535,4/5/2008,2191,47
13536,4/6/2008,2192,46
13537,4/7/2008,2193,9
13538,4/8/2008,2194,86
13539,4/9/2008,2195,20
13540,4/10/2008,2196,88
13541,4/11/2008,2197,40
13542,4/12/2008,2198,85
13543,4/13/2008,2199,54
13544,4/14/2008,2200,63
13545,4/15/2008,2201,46
13546,4/16/2008,2202,69
13547,4/17/2008,2203,50
13548,4/18/2008,2204,65
13549,4/19/2008,2205,61
13550,4/20/2008,2206,32
13551,4/21/2008,2207,8
13552,4/22/2008,2208,15
13553,4/23/2008,2209,89
13554,4/24/2008,2210,45
13555,4/25/2008,2211,86
13556,4/26/2008,2212,88
13557,4/27/2008,2213,73
13558,4/28/2008,2214,86
13559,4/29/2008,2215,38
13560,4/30/2008,2216,35
13561,5/1/2008,2217,28
13562,5/2/2008,2218,84
13563,5/3/2008,2219,80
13564,5/4/2008,2220,18
13565,5/5/2008,2221,91
13566,5/6/2008,2222,32
13567,5/7/2008,2223,6
13568,5/8/2008,2224,15
13569,5/9/2008,2225,15
13570,5/10/2008,2226,91
13571,5/11/2008,2227,17
13572,5/12/2008,2228,48
13573,5/13/2008,2229,44
13574,5/14/2008,2230,54
13575,5/15/2008,2231,26
13576,5/16/2008,2232,53
13577,5/17/2008,2233,41
13578,5/18/2008,2234,53
13579,5/19/2008,2235,47
13580,5/20/2008,2236,18
13581,5/21/2008,2237,94
13582,5/22/2008,2238,4
13583,5/23/2008,2239,3
13584,5/24/2008,2240,27
13585,5/25/2008,2241,65
13586,5/26/2008,2242,53
13587,5/27/2008,2243,75
13588,5/28/2008,2244,44
13589,5/29/2008,2245,44
13590,5/30/2008,2246,91
13591,5/31/2008,2247,12
13592,6/1/2008,2248,28
13593,6/2/2008,2249,25
13594,6/3/2008,2250,95
13595,6/4/2008,2251,8
13596,6/5/2008,2252,29
13597,6/6/2008,2253,33
13598,6/7/2008,2254,75
13599,6/8/2008,2255,20
13600,6/9/2008,2256,67
13601,6/10/2008,2257,3
13602,6/11/2008,2258,98
13603,6/12/2008,2259,64
13604,6/13/2008,2260,47
13605,6/14/2008,2261,25
13606,6/15/2008,2262,55
13607,6/16/2008,2263,32
13608,6/17/2008,2264,73
13609,6/18/2008,2265,27
13610,6/19/2008,2266,59
13611,6/20/2008,2267,46
13612,6/21/2008,2268,64
13613,6/22/2008,2269,36
13614,6/23/2008,2270,80
13615,6/24/2008,2271,28
13616,6/25/2008,2272,64
13617,6/26/2008,2273,13
13618,6/27/2008,2274,21
13619,6/28/2008,2275,93
13620,6/29/2008,2276,99
13621,6/30/2008,2277,100
13622,7/1/2008,2278,39
13623,7/2/2008,2279,82
13624,7/3/2008,2280,10
13625,7/4/2008,2281,78
13626,7/5/2008,2282,33
13627,7/6/2008,2283,36
13628,7/7/2008,2284,33
13629,7/8/2008,2285,76
13630,7/9/2008,2286,37
13631,7/10/2008,2287,70
13632,7/11/2008,2288,7
13633,7/12/2008,2289,50
13634,7/13/2008,2290,7
13635,7/14/2008,2291,77
13636,7/15/2008,2292,45
13637,7/16/2008,2293,30
13638,7/17/2008,2294,64
13639,7/18/2008,2295,36
13640,7/19/2008,2296,39
13641,7/20/2008,2297,13
13642,7/21/2008,2298,62
13643,7/22/2008,2299,16
13644,7/23/2008,2300,73
13645,7/24/2008,2301,69
13646,7/25/2008,2302,24
13647,7/26/2008,2303,99
13648,7/27/2008,2304,4
13649,7/28/2008,2305,21
13650,7/29/2008,2306,42
13651,7/30/2008,2307,85
13652,7/31/2008,2308,72
13653,8/1/2008,2309,15
13654,8/2/2008,2310,46
13655,8/3/2008,2311,58
13656,8/4/2008,2312,69
13657,8/5/2008,2313,91
13658,8/6/2008,2314,11
13659,8/7/2008,2315,87
13660,8/8/2008,2316,62
13661,8/9/2008,2317,64
13662,8/10/2008,2318,11
13663,8/11/2008,2319,30
13664,8/12/2008,2320,67
13665,8/13/2008,2321,61
13666,8/14/2008,2322,45
13667,8/15/2008,2323,23
13668,8/16/2008,2324,3
13669,8/17/2008,2325,77
13670,8/18/2008,2326,31
13671,8/19/2008,2327,65
13672,8/20/2008,2328,5
13673,8/21/2008,2329,5
13674,8/22/2008,2330,39
13675,8/23/2008,2331,74
13676,8/24/2008,2332,21
13677,8/25/2008,2333,41
13678,8/26/2008,2334,54
13679,8/27/2008,2335,4
13680,8/28/2008,2336,0
13681,8/29/2008,2337,31
13682,8/30/2008,2338,68
13683,8/31/2008,2339,25
13684,9/1/2008,2340,75
13685,9/2/2008,2341,16
13686,9/3/2008,2342,47
13687,9/4/2008,2343,94
13688,9/5/2008,2344,6
13689,9/6/2008,2345,97
13690,9/7/2008,2346,23
13691,9/8/2008,2347,69
13692,9/9/2008,2348,19
13693,9/10/2008,2349,64
13694,9/11/2008,2350,94
13695,9/12/2008,2351,13
13696,9/13/2008,2352,92
13697,9/14/2008,2353,86
13698,9/15/2008,2354,75
13699,9/16/2008,2355,24
13700,9/17/2008,2356,14
13701,9/18/2008,2357,71
13702,9/19/2008,2358,31
13703,9/20/2008,2359,42
13704,9/21/2008,2360,29
13705,9/22/2008,2361,63
13706,9/23/2008,2362,55
13707,9/24/2008,2363,65
13708,9/25/2008,2364,36
13709,9/26/2008,2365,90
13710,9/27/2008,2366,11
13711,9/28/2008,2367,74
13712,9/29/2008,2368,30
13713,9/30/2008,2369,100
13714,10/1/2008,2370,96
13715,10/2/2008,2371,9
13716,10/3/2008,2372,8
13717,10/4/2008,2373,40
13718,10/5/2008,2374,1
13719,10/6/2008,2375,34
13720,10/7/2008,2376,64
13721,10/8/2008,2377,39
13722,10/9/2008,2378,69
13723,10/10/2008,2379,74
13724,10/11/2008,2380,21
13725,10/12/2008,2381,94
13726,10/13/2008,2382,16
13727,10/14/2008,2383,89
13728,10/15/2008,2384,49
13729,10/16/2008,2385,86
13730,10/17/2008,2386,0
13731,10/18/2008,2387,10
13732,10/19/2008,2388,7
13733,10/20/2008,2389,5
13734,10/21/2008,2390,39
13735,10/22/2008,2391,10
13736,10/23/2008,2392,16
13737,10/24/2008,2393,36
13738,10/25/2008,2394,40
13739,10/26/2008,2395,23
13740,10/27/2008,2396,32
13741,10/28/2008,2397,17
13742,10/29/2008,2398,0
13743,10/30/2008,2399,93
13744,10/31/2008,2400,69
13745,11/1/2008,2401,93
13746,11/2/2008,2402,95
13747,11/3/2008,2403,55
13748,11/4/2008,2404,76
13749,11/5/2008,2405,70
13750,11/6/2008,2406,72
13751,11/7/2008,2407,73
13752,11/8/2008,2408,38
13753,11/9/2008,2409,0
13754,11/10/2008,2410,64
13755,11/11/2008,2411,75
13756,11/12/2008,2412,66
13757,11/13/2008,2413,97
13758,11/14/2008,2414,20
13759,11/15/2008,2415,66
13760,11/16/2008,2416,25
13761,11/17/2008,2417,24
13762,11/18/2008,2418,63
13763,11/19/2008,2419,43
13764,11/20/2008,2420,49
13765,11/21/2008,2421,78
13766,11/22/2008,2422,0
13767,11/23/2008,2423,75
13768,11/24/2008,2424,71
13769,11/25/2008,2425,76
13770,11/26/2008,2426,2
13771,11/27/2008,2427,92
13772,11/28/2008,2428,94
13773,11/29/2008,2429,17
13774,11/30/2008,2430,27
13775,12/1/2008,2431,8
13776,12/2/2008,2432,17
13777,12/3/2008,2433,92
13778,12/4/2008,2434,4
13779,12/5/2008,2435,63
13780,12/6/2008,2436,75
13781,12/7/2008,2437,99
13782,12/8/2008,2438,99
13783,12/9/2008,2439,22
13784,12/10/2008,2440,15
13785,12/11/2008,2441,39
13786,12/12/2008,2442,0
13787,12/13/2008,2443,82
13788,12/14/2008,2444,37
13789,12/15/2008,2445,51
13790,12/16/2008,2446,25
13791,12/17/2008,2447,24
13792,12/18/2008,2448,40
13793,12/19/2008,2449,35
13794,12/20/2008,2450,66
13795,12/21/2008,2451,3
13796,12/22/2008,2452,27
13797,12/23/2008,2453,2
13798,12/24/2008,2454,52
13799,12/25/2008,2455,42
13800,12/26/2008,2456,38
13801,12/27/2008,2457,12
13802,12/28/2008,2458,11
13803,12/29/2008,2459,56
13804,12/30/2008,2460,83
13805,12/31/2008,2461,43
13806,1/1/2009,2462,20
13807,1/2/2009,2463,22
13808,1/3/2009,2464,15
13809,1/4/2009,2465,65
13810,1/5/2009,2466,33
13811,1/6/2009,2467,57
13812,1/7/2009,2468,24
13813,1/8/2009,2469,24
13814,1/9/2009,2470,75
13815,1/10/2009,2471,61
13816,1/11/2009,2472,71
13817,1/12/2009,2473,4
13818,1/13/2009,2474,48
13819,1/14/2009,2475,50
13820,1/15/2009,2476,33
13821,1/16/2009,2477,87
13822,1/17/2009,2478,36
13823,1/18/2009,2479,47
13824,1/19/2009,2480,6
13825,1/20/2009,2481,55
13826,1/21/2009,2482,89
13827,1/22/2009,2483,32
13828,1/23/2009,2484,87
13829,1/24/2009,2485,26
13830,1/25/2009,2486,86
13831,1/26/2009,2487,35
13832,1/27/2009,2488,75
13833,1/28/2009,2489,9
13834,1/29/2009,2490,43
13835,1/30/2009,2491,29
13836,1/31/2009,2492,97
13837,2/1/2009,2493,51
13838,2/2/2009,2494,4
13839,2/3/2009,2495,82
13840,2/4/2009,2496,90
13841,2/5/2009,2497,73
13842,2/6/2009,2498,43
13843,2/7/2009,2499,56
13844,2/8/2009,2500,15
13845,2/9/2009,2501,87
13846,2/10/2009,2502,77
13847,2/11/2009,2503,97
13848,2/12/2009,2504,79
13849,2/13/2009,2505,88
13850,2/14/2009,2506,74
13851,2/15/2009,2507,26
13852,2/16/2009,2508,89
13853,2/17/2009,2509,16
13854,2/18/2009,2510,54
13855,2/19/2009,2511,9
13856,2/20/2009,2512,56
13857,2/21/2009,2513,59
13858,2/22/2009,2514,52
13859,2/23/2009,2515,99
13860,2/24/2009,2516,93
13861,2/25/2009,2517,68
13862,2/26/2009,2518,40
13863,2/27/2009,2519,25
13864,2/28/2009,2520,84
13865,3/1/2009,2521,59
13866,3/2/2009,2522,85
13867,3/3/2009,2523,10
13868,3/4/2009,2524,39
13869,3/5/2009,2525,32
13870,3/6/2009,2526,46
13871,3/7/2009,2527,78
13872,3/8/2009,2528,2
13873,3/9/2009,2529,62
13874,3/10/2009,2530,84
13875,3/11/2009,2531,64
13876,3/12/2009,2532,0
13877,3/13/2009,2533,52
13878,3/14/2009,2534,88
13879,3/15/2009,2535,56
13880,3/16/2009,2536,67
13881,3/17/2009,2537,44
13882,3/18/2009,2538,40
13883,3/19/2009,2539,3
13884,3/20/2009,2540,13
13885,3/21/2009,2541,56
13886,3/22/2009,2542,58
13887,3/23/2009,2543,99
13888,3/24/2009,2544,5
13889,3/25/2009,2545,64
13890,3/26/2009,2546,68
13891,3/27/2009,2547,92
13892,3/28/2009,2548,6
13893,3/29/2009,2549,95
13894,3/30/2009,2550,74
13895,3/31/2009,2551,5
13896,4/1/2009,2552,39
13897,4/2/2009,2553,72
13898,4/3/2009,2554,10
13899,4/4/2009,2555,73
13900,4/5/2009,2556,85
13901,4/6/2009,2557,31
13902,4/7/2009,2558,59
13903,4/8/2009,2559,100
13904,4/9/2009,2560,22
13905,4/10/2009,2561,38
13906,4/11/2009,2562,5
13907,4/12/2009,2563,63
13908,4/13/2009,2564,98
13909,4/14/2009,2565,12
13910,4/15/2009,2566,21
13911,4/16/2009,2567,3
13912,4/17/2009,2568,63
13913,4/18/2009,2569,65
13914,4/19/2009,2570,67
13915,4/20/2009,2571,1
13916,4/21/2009,2572,47
13917,4/22/2009,2573,71
13918,4/23/2009,2574,69
13919,4/24/2009,2575,60
13920,4/25/2009,2576,30
13921,4/26/2009,2577,76
13922,4/27/2009,2578,61
13923,4/28/2009,2579,70
13924,4/29/2009,2580,36
13925,4/30/2009,2581,55
13926,5/1/2009,2582,90
13927,5/2/2009,2583,60
13928,5/3/2009,2584,68
13929,5/4/2009,2585,88
13930,5/5/2009,2586,92
13931,5/6/2009,2587,78
13932,5/7/2009,2588,2
13933,5/8/2009,2589,36
13934,5/9/2009,2590,1
13935,5/10/2009,2591,39
13936,5/11/2009,2592,31
13937,5/12/2009,2593,74
13938,5/13/2009,2594,65
13939,5/14/2009,2595,63
13940,5/15/2009,2596,74
13941,5/16/2009,2597,89
13942,5/17/2009,2598,14
13943,5/18/2009,2599,10
13944,5/19/2009,2600,10
13945,5/20/2009,2601,55
13946,5/21/2009,2602,86
13947,5/22/2009,2603,2
13948,5/23/2009,2604,70
13949,5/24/2009,2605,42
13950,5/25/2009,2606,30
13951,5/26/2009,2607,14
13952,5/27/2009,2608,42
13953,5/28/2009,2609,35
13954,5/29/2009,2610,92
13955,5/30/2009,2611,61
13956,5/31/2009,2612,49
13957,6/1/2009,2613,26
13958,6/2/2009,2614,60
13959,6/3/2009,2615,37
13960,6/4/2009,2616,38
13961,6/5/2009,2617,79
13962,6/6/2009,2618,12
13963,6/7/2009,2619,70
13964,6/8/2009,2620,94
13965,6/9/2009,2621,91
13966,6/10/2009,2622,19
13967,6/11/2009,2623,79
13968,6/12/2009,2624,52
13969,6/13/2009,2625,92
13970,6/14/2009,2626,16
13971,6/15/2009,2627,60
13972,6/16/2009,2628,92
13973,6/17/2009,2629,76
13974,6/18/2009,2630,88
13975,6/19/2009,2631,13
13976,6/20/2009,2632,76
13977,6/21/2009,2633,77
13978,6/22/2009,2634,7
13979,6/23/2009,2635,76
13980,6/24/2009,2636,96
13981,6/25/2009,2637,51
13982,6/26/2009,2638,36
13983,6/27/2009,2639,76
13984,6/28/2009,2640,26
13985,6/29/2009,2641,76
13986,6/30/2009,2642,52
13987,7/1/2009,2643,76
13988,7/2/2009,2644,47
13989,7/3/2009,2645,21
13990,7/4/2009,2646,43
13991,7/5/2009,2647,18
13992,7/6/2009,2648,75
13993,7/7/2009,2649,0
13994,7/8/2009,2650,50
13995,7/9/2009,2651,64
13996,7/10/2009,2652,6
13997,7/11/2009,2653,45
13998,7/12/2009,2654,66
13999,7/13/2009,2655,6
14000,7/14/2009,2656,37
14001,7/15/2009,2657,42
14002,7/16/2009,2658,98
14003,7/17/2009,2659,93
14004,7/18/2009,2660,44
14005,7/19/2009,2661,88
14006,7/20/2009,2662,70
14007,7/21/2009,2663,41
14008,7/22/2009,2664,1
14009,7/23/2009,2665,44
14010,7/24/2009,2666,65
14011,7/25/2009,2667,96
14012,7/26/2009,2668,35
14013,7/27/2009,2669,38
14014,7/28/2009,2670,43
14015,7/29/2009,2671,66
14016,7/30/2009,2672,63
14017,7/31/2009,2673,39
14018,8/1/2009,2674,57
14019,8/2/2009,2675,0
14020,8/3/2009,2676,44
14021,8/4/2009,2677,91
14022,8/5/2009,2678,48
14023,8/6/2009,2679,38
14024,8/7/2009,2680,59
14025,8/8/2009,2681,12
14026,8/9/2009,2682,37
14027,8/10/2009,2683,60
14028,8/11/2009,2684,84
14029,8/12/2009,2685,4
14030,8/13/2009,2686,60
14031,8/14/2009,2687,25
14032,8/15/2009,2688,84
14033,8/16/2009,2689,40
14034,8/17/2009,2690,49
14035,8/18/2009,2691,99
14036,8/19/2009,2692,53
14037,8/20/2009,2693,45
14038,8/21/2009,2694,40
14039,8/22/2009,2695,89
14040,8/23/2009,2696,75
14041,8/24/2009,2697,43
14042,8/25/2009,2698,66
14043,8/26/2009,2699,60
14044,8/27/2009,2700,44
14045,8/28/2009,2701,35
14046,8/29/2009,2702,53
14047,8/30/2009,2703,50
14048,8/31/2009,2704,51
14049,9/1/2009,2705,49
14050,9/2/2009,2706,59
14051,9/3/2009,2707,38
14052,9/4/2009,2708,47
14053,9/5/2009,2709,95
14054,9/6/2009,2710,4
14055,9/7/2009,2711,0
14056,9/8/2009,2712,33
14057,9/9/2009,2713,78
14058,9/10/2009,2714,77
14059,9/11/2009,2715,44
14060,9/12/2009,2716,19
14061,9/13/2009,2717,100
14062,9/14/2009,2718,95
14063,9/15/2009,2719,1
14064,9/16/2009,2720,24
14065,9/17/2009,2721,56
14066,9/18/2009,2722,65
14067,9/19/2009,2723,66
14068,9/20/2009,2724,5
14069,9/21/2009,2725,18
14070,9/22/2009,2726,4
14071,9/23/2009,2727,93
14072,9/24/2009,2728,75
14073,9/25/2009,2729,0
14074,9/26/2009,2730,64
14075,9/27/2009,2731,25
14076,9/28/2009,2732,66
14077,9/29/2009,2733,38
14078,9/30/2009,2734,58
14079,10/1/2009,2735,6
14080,10/2/2009,2736,9
14081,10/3/2009,2737,43
14082,10/4/2009,2738,27
14083,10/5/2009,2739,52
14084,10/6/2009,2740,72
14085,10/7/2009,2741,34
14086,10/8/2009,2742,44
14087,10/9/2009,2743,54
14088,10/10/2009,2744,36
14089,10/11/2009,2745,89
14090,10/12/2009,2746,84
14091,10/13/2009,2747,6
14092,10/14/2009,2748,5
14093,10/15/2009,2749,49
14094,10/16/2009,2750,54
14095,10/17/2009,2751,5
14096,10/18/2009,2752,3
14097,10/19/2009,2753,3
14098,10/20/2009,2754,41
14099,10/21/2009,2755,11
14100,10/22/2009,2756,60
14101,10/23/2009,2757,64
14102,10/24/2009,2758,66
14103,10/25/2009,2759,4
14104,10/26/2009,2760,4
14105,10/27/2009,2761,26
14106,10/28/2009,2762,26
14107,10/29/2009,2763,67
14108,10/30/2009,2764,56
14109,10/31/2009,2765,50
14110,11/1/2009,2766,21
14111,11/2/2009,2767,23
14112,11/3/2009,2768,99
14113,11/4/2009,2769,55
14114,11/5/2009,2770,10
14115,11/6/2009,2771,86
14116,11/7/2009,2772,6
14117,11/8/2009,2773,15
14118,11/9/2009,2774,66
14119,11/10/2009,2775,74
14120,11/11/2009,2776,89
14121,11/12/2009,2777,31
14122,11/13/2009,2778,7
14123,11/14/2009,2779,6
14124,11/15/2009,2780,68
14125,11/16/2009,2781,45
14126,11/17/2009,2782,53
14127,11/18/2009,2783,25
14128,11/19/2009,2784,55
14129,11/20/2009,2785,30
14130,11/21/2009,2786,26
14131,11/22/2009,2787,70
14132,11/23/2009,2788,47
14133,11/24/2009,2789,58
14134,11/25/2009,2790,100
14135,11/26/2009,2791,4
14136,11/27/2009,2792,12
14137,11/28/2009,2793,67
14138,11/29/2009,2794,14
14139,11/30/2009,2795,57
14140,12/1/2009,2796,37
14141,12/2/2009,2797,49
14142,12/3/2009,2798,19
14143,12/4/2009,2799,88
14144,12/5/2009,2800,39
14145,12/6/2009,2801,11
14146,12/7/2009,2802,74
14147,12/8/2009,2803,94
14148,12/9/2009,2804,74
14149,12/10/2009,2805,32
14150,12/11/2009,2806,65
14151,12/12/2009,2807,25
14152,12/13/2009,2808,7
14153,12/14/2009,2809,10
14154,12/15/2009,2810,5
14155,12/16/2009,2811,20
14156,12/17/2009,2812,49
14157,12/18/2009,2813,4
14158,12/19/2009,2814,50
14159,12/20/2009,2815,23
14160,12/21/2009,2816,26
14161,12/22/2009,2817,51
14162,12/23/2009,2818,33
14163,12/24/2009,2819,6
14164,12/25/2009,2820,52
14165,12/26/2009,2821,20
14166,12/27/2009,2822,99
14167,12/28/2009,2823,33
14168,12/29/2009,2824,34
14169,12/30/2009,2825,21
14170,12/31/2009,2826,94
14171,1/1/2010,2827,57
14172,1/2/2010,2828,2
14173,1/3/2010,2829,46
14174,1/4/2010,2830,0
14175,1/5/2010,2831,3
14176,1/6/2010,2832,42
14177,1/7/2010,2833,22
14178,1/8/2010,2834,39
14179,1/9/2010,2835,96
14180,1/10/2010,2836,96
14181,1/11/2010,2837,65
14182,1/12/2010,2838,77
14183,1/13/2010,2839,9
14184,1/14/2010,2840,58
14185,1/15/2010,2841,72
14186,1/16/2010,2842,99
14187,1/17/2010,2843,55
14188,1/18/2010,2844,93
14189,1/19/2010,2845,79
14190,1/20/2010,2846,76
14191,1/21/2010,2847,88
14192,1/22/2010,2848,28
14193,1/23/2010,2849,84
14194,1/24/2010,2850,62
14195,1/25/2010,2851,50
14196,1/26/2010,2852,64
14197,1/27/2010,2853,10
14198,1/28/2010,2854,56
14199,1/29/2010,2855,63
14200,1/30/2010,2856,74
14201,1/31/2010,2857,22
14202,2/1/2010,2858,89
14203,2/2/2010,2859,48
14204,2/3/2010,2860,54
14205,2/4/2010,2861,92
14206,2/5/2010,2862,51
14207,2/6/2010,2863,95
